#,strength_score
20,6.070282542470374
155,6.030913198085001
432,5.962426412191224
316,5.926303120437501
477,5.848439065769176
72,5.748887164970691
679,5.729085305900633
429,5.728544727722989
110,5.727410373257716
276,5.667923047664597
340,5.647830156828533
513,5.5672800373848785
154,5.554045785391775
164,5.501082444859645
163,5.47840031539032
165,5.4645827018070285
184,5.45926668746553
147,5.426330965652789
430,5.401681585123402
103,5.386164223124095
732,5.224614134252837
717,5.187012321807767
727,5.178785630202787
704,5.145315417051465
550,5.127275768949671
24,5.094563191308882
792,5.067554356651448
301,5.036170437803226
552,4.9719104507875285
410,4.933431196566191
553,4.915139812356414
275,4.898944684187582
427,4.890692782452888
583,4.787406738036758
234,4.749531357995469
249,4.748771765050139
394,4.707096183918329
263,4.698635140437699
772,4.657146193931514
557,4.643015088445213
131,4.614625598576447
540,4.596048715159606
608,4.5529116680426664
59,4.549164556281408
472,4.533141791176572
57,4.492585159910194
635,4.482535049730755
71,4.4576933474812925
588,4.38922617177834
467,4.365002695905948
606,4.260586423343704
499,4.218553758595348
481,4.20855843371773
414,4.075218652019119
421,4.0711160972827445
703,4.026503715347469
705,4.026503715347469
419,4.015899972431958
418,4.00764875696386
420,3.9838017962678034
32,3.979042934164533
766,3.955533362707592
270,3.9331347208213367
797,3.9318260634896918
205,3.929253793719574
528,3.9069504094103102
212,3.897203285921048
139,3.8701115830890584
629,3.853720231435612
694,3.827797168040858
715,3.8068816960430594
714,3.8068816960430594
570,3.756728465261303
102,3.75619648171875
438,3.749054839745015
700,3.7269178856624645
701,3.7100063314289677
702,3.7068189191462944
350,3.6535568452338145
682,3.6238774731491334
633,3.623170879000166
658,3.6080411590893293
339,3.587937541121862
476,3.578631239989055
138,3.5712348883949723
135,3.5663500244537456
531,3.5533898311758723
133,3.549723356391646
478,3.53874272973428
737,3.5023600808632303
677,3.490318399012288
85,3.4842550224699806
70,3.4343452409737036
724,3.40489374015605
745,3.368213486848475
748,3.359368442876808
747,3.359368442876808
709,3.3530857922187156
23,3.334782294898061
649,3.296038813339961
706,3.275692398261084
494,3.260411761249432
574,3.2371656823367863
576,3.2371656823367863
572,3.2371656823367863
773,3.2368277048573137
8,3.2101087887982334
9,3.1240087337283113
398,3.106318983702484
362,3.102240033002002
314,3.095506155000602
544,3.0950412108539367
288,3.0818943953758335
444,3.081471464151569
554,3.0786891378498336
428,3.0699176666602455
549,3.065226706117752
551,3.065226706117752
93,3.052831662008895
409,3.0503945754323643
172,3.046527782166096
7,3.046527782166096
280,3.042559027268138
80,3.028974039081114
166,3.026949883409431
261,3.0256110791582334
272,3.0215748061904475
28,3.016919846887535
786,3.0140575682554487
44,3.004000862707219
264,2.9991185842907893
125,2.9990660561677354
158,2.9987864501325374
337,2.9764440626012694
542,2.9714651007497643
307,2.9687044094954205
699,2.9638954735861462
718,2.866636814480463
643,2.833092072961792
109,2.832538226659402
697,2.7881996097857584
611,2.772485230484863
793,2.677246459414727
